ID,TARGET_LifeExpectancy,Country,Year,Company_Status,Company_Confidence,Company_device_confidence,Device_confidence,Device_returen,Test_Fail,PercentageExpenditure,Engine_Cooling,Gas_Pressure,Obsolescence,ISO_23,TotalExpenditure,STRD_DTP,Engine_failure,GDP,Product_Quantity,Engine_failure_Prevalence,Leakage_Prevalence,IncomeCompositionOfResources,RD
967,75.7,42,2012,0,117,118,116,4,0.51,715.9709092,0,61.7,4,98,8.42,98,0.1,4120.7,718239,3.8,3.8,0.739,3.633180425
968,71.5,42,2011,0,118,124,112,4,0.59,668.7447334,0,6.9,4,98,9.54,98,0.1,3911.2,6821116,3.8,3.8,0.742,3.687817783
969,71.4,42,2010,0,119,116,122,4,0.61,535.2786404,2,6.1,4,98,8.78,97,0.1,3791.98,6489822,3.8,3.8,0.739,3.687817783
970,72.4,42,2009,0,12,10,14,4,0.6,373.2628643,41,59.3,4,98,8.35,98,0.1,3094.41,6193191,3.8,3.8,0.736,3.687817783
971,74.4,42,2008,0,121,122,120,4,0.59,313.3626015,1,58.6,4,98,8.8,98,0.1,2841.83,5934232,3.9,3.8,0.733,3.701351105
972,71.6,42,2007,0,127,120,134,4,0.55,27.44252286,28,57.8,4,95,8.88,95,0.1,250.7,5714111,3.9,3.8,0.73,3.714835124
973,71.3,42,2006,0,125,126,124,4,0.54,32.52523612,21,57,4,95,9.5,95,0.1,292.83,5535595,3.9,3.8,0.723,3.674234614
974,71.1,42,2005,0,127,120,134,4,0.54,228.7838108,76,56.3,4,97,9.15,97,0.1,2115.92,5396774,3.9,3.9,0.717,3.633180425
975,70.4,42,2004,0,129,136,122,4,0.54,259.1572375,19,55.5,4,95,9.68,95,0.1,2029.76,5287488,3.9,3.9,0.712,3.605551275
976,69.7,42,2003,0,131,130,132,4,0.55,248.697463,61,54.8,4,97,9.9,99,0.1,1935.66,5193482,4,3.9,0.706,3.563705936
977,72.4,42,2002,0,133,134,132,4,0.49,227.296617,32,54,4,94,9.65,91,0.1,1856.84,51313,4,4,0.7,3.54964787
978,71.4,71,2017,0,198,196,200,4,6.63,0,526,53.1,5,98,4.13,98,0.1,179.18,17544126,2.4,2.5,0.793,3.872983346
979,70.8,71,2016,0,22,22,22,5,6.29,24.44473709,321,52.3,5,95,4.36,95,0.1,1440.95,17289224,2.4,2.5,0.789,3.872983346
980,69.6,71,2015,0,28,28,28,5,6.48,26.4072659,73,51.4,6,98,4.3,98,0.1,1556.64,1735275,2.4,2.5,0.782,3.872983346
981,70.2,71,2014,0,214,224,204,6,6.82,235.3566066,55,5.6,7,98,4.32,99,0.1,13873.65,16791425,2.4,2.5,0.774,3.834057903
982,64.8,71,2013,0,224,212,236,7,6.63,179.170133,127,49.9,7,99,4.6,99,0.1,13030.56,165566,2.3,2.5,0.766,3.794733192
983,66.8,71,2012,0,236,228,244,7,6.83,11.1516268,4,49.2,8,98,4.42,99,0.1,109.37,16321581,2.3,2.5,0.763,3.807886553
984,65.1,71,2011,0,235,224,246,7,6.64,808.243302,0,48.5,8,99,4.13,98,0.1,8025.11,169271,2.3,2.5,0.758,3.820994635
985,66.3,71,2010,0,258,254,262,8,7.6,708.3285785,20,47.9,9,99,3.65,99,0.1,9535.19,15674,2.4,2.5,0.758,3.820994635
986,62.6,71,2009,0,288,278,298,8,7.44,499.730412,13,47.3,9,94,3.19,93,0.1,7583.98,15484192,2.4,2.5,0.754,3.834057903
987,65.6,71,2008,0,295,278,312,8,7.08,76.19868936,109,46.8,9,99,3.73,99,0.1,5926.56,153884,2.4,2.5,0.747,3.78153408
988,62,71,2007,0,294,298,290,8,6.94,351.8603267,16118,46.3,9,99,4.7,98,0.1,4223.83,1514729,2.4,2.5,0.737,3.728270376
989,66.4,71,2006,0,287,272,302,8,6.55,33.91660183,2204,45.8,9,99,3.95,82,0.1,3219.2,1512985,2.5,2.6,0.725,3.674234614
990,62.8,71,2005,0,282,286,278,8,6.58,23.43400762,24,45.3,9,99,3.7,99,0.1,300.3,149918,2.5,2.6,0.714,3.619392214
991,62.8,71,2004,0,276,260,292,8,5.99,145.1022528,18,44.8,9,95,3.61,95,0.1,1857.31,14858948,2.6,2.6,0.7,3.563705936
992,61.3,71,2003,0,284,296,272,8,5.75,12.60883976,94,44.4,10,95,3.47,95,0.1,167.92,14858335,2.6,2.7,0.685,3.507135583
993,60.7,71,2002,0,292,272,312,9,6,112.541157,245,43.9,10,96,4.16,97,0.1,1377.55,14883626,2.7,2.7,0.676,3.478505426
994,63.7,59,2017,0,249,250,248,54,1.73,0,95,22,75,83,4.54,89,2.8,1511.97,47236259,7.8,7.6,0.55,3.33166625
995,60.8,59,2016,0,255,258,252,56,0.01,170.9626624,354,21.3,79,93,5.72,92,2.9,1495.92,462425,7.8,7.7,0.546,3.33166625
996,65.5,59,2015,0,258,272,244,58,1.84,165.9304977,190,2.7,81,94,5.57,87,3,1376.61,44826849,7.9,7.7,0.541,3.33166625
997,59,59,2014,0,263,258,268,59,1.81,154.2269697,0,2.1,84,94,5.49,94,3,1293.89,43646629,8,7.8,0.536,3.33166625
998,61.7,59,2013,0,278,312,244,60,1.8,109.7051836,2395,19.5,86,97,5.23,96,3.4,1105.94,42486839,8.1,7.9,0.53,3.33166625
999,67.4,59,2012,0,294,286,302,61,1.73,56.58984221,95,18.9,89,9,3.97,9,4.3,1083.43,4135152,8.2,8,0.523,3.33166625
1000,59.1,59,2011,0,317,324,310,62,1.86,7.146851404,1218,18.4,91,89,4.17,88,5,103.95,423724,8.2,8.1,0.514,3.271085447
1001,58.2,59,2010,0,339,356,322,64,1.71,60.5153506,1282,17.9,95,88,3.9,88,6.4,1026.93,39148416,8.3,8.2,0.506,3.224903099
1002,56.5,59,2009,0,356,356,356,66,1.97,59.83361364,1516,17.3,100,76,4.8,81,9.1,939.88,388599,8.4,8.3,0.494,3.178049716
1003,51.6,59,2008,0,388,396,380,68,1.76,52.60385429,1847,16.9,104,77,4.24,8,10.3,781.38,37525,8.5,8.4,0.483,3.1144823
1004,50.2,59,2007,0,412,370,454,70,1.82,39.55677502,153,16.4,108,7,4.36,76,11.6,582.18,3648288,8.6,8.5,0.474,3.098386677
1005,52.5,59,2006,0,432,446,418,72,1.43,36.29775249,20,15.9,112,73,4.29,73,13.2,513.95,3574931,8.7,8.6,0.461,2.983286778
1006,53.5,59,2005,0,437,450,424,74,1.49,35.85204668,65,15.5,115,75,4.45,73,14.5,489.09,3413852,8.8,8.8,0.45,2.863564213
1007,53.4,59,2004,0,437,446,428,76,1.66,32.73674134,766,15.1,118,83,4.54,84,15.7,443.35,332149,8.9,8.9,0.451,2.915475947
1008,54.4,59,2003,0,434,412,456,77,1.63,3.847602867,11304,14.7,120,77,4.62,8,16.9,46.79,32321482,9,9,0.447,2.898275349
1009,53.5,59,2002,0,428,448,408,77,1.51,0.681685555,21002,14.4,121,8,4.68,82,18.1,49.26,3145483,9.2,9.1,0.448,2.898275349
1010,66.3,153,2017,0,198,186,210,0,0.49,0,0,77.6,0,8,1.93,78,0.1,1595.42,11247,0.1,0.1,0.586,3.449637662
1011,63.2,153,2016,0,2,2,2,0,0.01,97.87193319,0,77.1,0,79,1.21,75,0.1,1886.69,11458,0.1,0.1,0.597,3.449637662
1012,64.5,153,2015,0,22,20,24,0,0.01,137.2591943,0,76.7,0,91,1.15,95,0.1,1931.29,18535,0.1,0.1,0.589,3.449637662
1013,62.7,153,2014,0,24,22,26,0,0.01,147.4549755,0,76.2,0,92,1.37,94,0.1,1975.47,16613,0.1,0.1,0.581,3.449637662
1014,65,153,2013,0,26,26,26,0,0.53,30.46703899,0,75.7,0,95,1.42,99,0.1,1895.73,14656,0.1,0.1,0.585,3.449637662
1015,64.2,153,2012,0,27,24,30,0,0.48,18.21661422,0,75.2,0,95,1.52,91,0.1,1672.34,12652,0.1,0.1,0.584,3.449637662
1016,65.1,153,2011,0,28,28,28,0,0.54,162.2903711,0,74.6,0,84,12.24,86,0.1,1452.96,1568,0.1,0.1,0.576,3.449637662
1017,65.9,153,2010,0,21,20,22,0,0.46,167.6201552,0,74.1,0,74,12.23,82,0.1,1582.92,9844,0.2,0.1,0.572,3.405877273
1018,62.8,153,2009,0,211,206,216,0,0.68,188.7108773,0,73.4,0,93,13.66,94,0.1,1520.55,96311,0.2,0.1,0.574,3.435112807
1019,65.2,153,2008,0,212,226,198,0,0.76,18.19457876,0,72.8,0,86,1.93,86,0.1,1289.74,9426,0.2,0.1,0.576,3.478505426
1020,64.9,153,2007,0,213,194,232,0,0.6,111.7392134,0,72.1,0,74,1.6,79,0.1,1360.3,92325,0.2,0.2,0,3.492849839
1021,63,153,2006,0,214,218,210,0,0.48,10.6242741,0,71.4,0,61,1.39,62,0.1,127.26,9542,0.2,0.2,0,3.521363372
1022,66.5,153,2005,0,215,214,216,0,0.5,1.76541345,0,7.6,0,79,9.98,7,0.1,129.23,88895,0.2,0.2,0,3.405877273
1023,65,153,2004,0,217,222,212,0,0.49,70.75572222,0,69.7,0,96,9.1,77,0.1,925.78,87343,0.2,0.2,0,3.420526275
1024,65.2,153,2003,0,219,210,228,0,0.6,59.97185848,0,68.8,0,88,9,85,0.1,823.14,85858,0.2,0.2,0,3.224903099
1025,64.2,153,2002,0,222,214,230,0,0.46,11.07543331,0,67.9,0,9,8.12,9,0.1,892.41,8446,0.2,0.2,0,3.16227766
1026,72,47,2017,0,81,80,82,0,0.01,0,18,71.4,1,99,2.62,99,0.1,32452.47,127445,3.5,3.4,0.799,3.646916506
1027,76.7,47,2016,0,82,80,84,0,0.01,2480.896965,55,7.8,1,94,3.4,95,0.1,48156.06,127445,3.4,3.4,0.787,3.605551275
1028,72.6,47,2015,0,83,86,80,1,0.01,2792.677582,62,7.2,1,99,2.56,99,0.1,54207.95,127445,3.4,3.3,0.796,3.619392214
1029,76.9,47,2014,0,84,84,84,1,0.01,2957.973963,27,69.5,1,98,2.57,98,0.1,57416.48,127445,3.4,3.3,0.794,3.633180425
1030,73.5,47,2013,0,85,82,88,1,0.02,2785.097712,32,69,1,99,2.62,99,0.1,54060.82,127445,3.3,3.2,0.792,3.660601044
1031,75.3,47,2012,0,86,86,86,1,0.01,2009.575605,13,68.4,1,98,2.76,98,0.1,43117.33,127445,3.3,3.2,0.79,3.674234614
1032,72.7,47,2011,0,87,90,84,1,0.1,3001.628237,0,67.9,1,99,3.87,99,0.1,42075.39,127445,3.3,3.2,0.788,3.687817783
1033,71.7,47,2010,0,88,86,90,1,0.03,2078.392748,0,67.5,1,99,1.93,99,0.1,62240.64,127445,3.3,3.1,0.787,3.714835124
1034,72.7,47,2009,0,89,86,92,1,0.03,2555.303869,0,67.1,1,99,2.13,99,0.1,51289.25,127445,3.2,3.1,0.787,3.728270376
1035,71.2,47,2008,0,89,92,86,1,0.01,2443.444275,0,66.7,1,99,2.25,99,0.1,47843.66,127445,3.2,3.1,0.787,3.754996671
1036,73,47,2007,0,9,8,10,0,0.01,239.5751391,10,66.3,1,99,2.38,99,0.1,3975.17,127445,3.2,3.1,0.789,3.768288736
1037,72.1,47,2006,0,91,90,92,0,0.02,1731.073528,23,65.9,1,98,2.76,98,0.1,30152.45,127445,3.2,3,0.791,3.794733192
1038,74.2,47,2005,0,93,92,94,0,0.03,159.0098727,0,65.5,1,99,3.23,99,0.1,2544.16,127445,3.2,3,0.788,3.754996671
1039,72.9,47,2004,0,94,92,96,0,0.01,1209.680547,0,65,1,99,3.56,99,0.1,19924.15,127445,3.2,3,0.785,3.728270376
1040,72.2,47,2003,0,95,94,96,0,0.01,113.1997845,0,64.5,1,99,3.61,99,0.1,1853.56,127445,3.2,3,0.786,3.741657387
1041,75.7,47,2002,0,96,98,94,0,0.01,959.925862,6,64,1,94,2.51,98,0.1,20596.11,127445,3.2,3.1,0.786,3.754996671
1042,62.9,48,2017,0,194,186,202,8,3.68,0,56,21.7,11,89,3.77,89,0.2,413.73,127445,8.8,8.9,0.582,3.286335345
1043,67.9,48,2016,0,199,192,206,8,0.01,0,339,2.9,11,88,1.87,88,0.2,413.73,127445,8.9,9,0.573,3.255764119
1044,66.3,48,2015,0,23,20,26,9,0.01,0,71,2.1,12,86,2,87,0.3,413.73,127445,9,9.1,0.563,3.224903099
1045,69.3,48,2014,0,28,26,30,9,0.01,0,32,19.4,12,78,2.12,79,0.3,413.73,127445,9.1,9.2,0.554,3.193743885
1046,65.8,48,2013,0,213,220,206,9,5.39,0,113,18.7,13,79,2.2,78,0.3,413.73,127445,9.2,9.4,0.542,3.146426545
1047,61.9,48,2012,0,218,212,224,10,5.95,0,153,18,13,76,2.75,74,0.3,413.73,127445,9.3,9.5,0.535,3.098386677
1048,65.6,48,2011,0,223,224,222,10,5.18,0,78,17.3,14,67,3.77,67,0.2,413.73,127445,9.4,9.6,0.525,3.065941943
1049,65.5,48,2010,0,228,218,238,10,5.1,0,174,16.7,14,6,2.77,61,0.2,413.73,127445,9.6,9.7,0.518,3.033150178
1050,63.1,48,2009,0,234,236,232,11,5,0,1678,16.1,15,46,4.14,5,0.2,413.73,127445,9.7,9.8,0.509,3
1051,62.4,48,2008,0,24,24,24,11,3.69,0,58,15.5,15,56,4.14,57,0.2,413.73,127445,9.9,9.9,0.503,3
1052,63.9,48,2007,0,246,242,250,11,3.68,0,295,14.9,16,5,4.32,49,0.2,413.73,127445,1,1.1,0.494,2.949576241
1053,64.5,48,2006,0,252,238,266,12,3.53,0,1491,14.4,16,46,4.54,45,0.2,413.73,127445,1.1,1.2,0.485,2.93257566
1054,58.4,48,2005,0,259,250,268,12,3.41,0,1810,13.8,17,52,4.91,49,0.1,413.73,127445,1.2,1.3,0.477,2.880972058
1055,62.5,48,2004,0,265,280,250,13,3.33,0,2070,13.3,18,55,4.4,53,0.1,413.73,127445,1.3,1.4,0.468,2.828427125
1056,57.7,48,2003,0,271,270,272,13,3.13,0,94,12.7,19,55,4.32,52,0.1,413.73,127445,1.4,1.5,0.463,2.828427125
1057,57.6,48,2002,0,278,258,298,14,5.16,0,332,12.3,20,57,3.41,51,0.1,413.73,127445,1.5,1.5,0.459,2.828427125
1058,74,55,2017,1,153,144,162,0,9.85,0,0,61.2,0,95,6.29,95,0.1,15306.57,1977527,2.2,2.1,0.828,4
1059,75.1,55,2016,1,156,156,156,0,0.01,1542.635979,36,6.7,0,92,5.88,92,0.1,17612.15,1993782,2.2,2.2,0.822,4
1060,73,55,2015,1,161,164,158,0,10.37,150.3116884,0,6.2,0,94,5.67,94,0.1,1716.1,212647,2.2,2.2,0.814,3.924283374
1061,73,55,2014,1,163,162,164,0,10.21,1356.022164,3,59.8,0,91,5.91,91,0.1,15481.6,234319,2.2,2.2,0.812,3.937003937
1062,71.9,55,2013,1,169,162,176,0,10.14,24.70841046,1,59.4,0,92,6.1,92,0.1,1537.41,25979,2.2,2.3,0.81,3.974921383
1063,70.5,55,2012,1,18,18,18,0,9.8,1109.969508,0,58.9,0,92,6.55,92,0.1,12685.37,297555,2.2,2.3,0.815,4
1064,72.7,55,2011,1,184,190,178,0,9.85,1137.6237,0,58.5,0,94,6.84,94,0.1,13685.7,2141669,2.3,2.3,0.821,4.049691346
1065,73.9,55,2010,1,199,198,200,0,11.84,253.4022338,3,58.1,0,94,6.63,94,0.1,18310.35,2177322,2.3,2.4,0.819,4.037325848
1066,77.5,55,2009,1,221,228,214,0,12.12,170.9884138,0,57.7,0,94,7.1,94,0.1,1617.46,22325,2.4,2.4,0.814,4.024922359
1067,75.1,55,2008,1,229,228,230,0,10.4,1099.248837,7,57.4,0,96,6.8,96,0.1,10828.13,2218357,2.4,2.5,0.807,4.024922359
1068,71.7,55,2007,1,216,222,210,0,9.92,86.9255399,2,57,0,99,6.37,99,0.1,8465.79,2238799,2.5,2.5,0.791,3.987480407
1069,73.3,55,2006,1,26,26,26,0,8.81,80.0328375,0,56.6,0,99,6.51,99,0.1,7114.03,2263122,2.5,2.6,0.776,3.937003937
1070,79.2,55,2005,1,29,30,28,0,8.24,478.0644911,0,56.3,0,98,6.15,98,0.1,5751.15,2287955,2.6,2.6,0.761,3.898717738
1071,76,55,2004,1,219,226,212,0,7.44,376.4570185,0,56,0,98,6.29,97,0.1,4628.23,231173,2.7,2.7,0.746,3.847076812
1072,73.3,55,2003,1,228,230,226,0,6.68,332.2751709,1,55.7,0,97,6.17,97,0.1,4001.59,233717,2.8,2.8,0.728,3.768288736
1073,72.3,55,2002,1,218,222,214,0,7.13,291.0170765,0,55.4,0,96,6,96,0.1,3755.06,236755,2.8,2.8,0.716,3.701351105
1074,71.7,86,2017,0,98,96,100,1,1.72,0,39,66.1,1,75,7.19,81,0.1,948.23,5851479,4.9,4.9,0.763,3.646916506
1075,77.6,86,2016,0,99,98,100,1,1.32,140.3771361,112,65.4,1,75,6.39,81,0.1,9140.84,563279,4.8,4.9,0.763,3.646916506
1076,73.7,86,2015,0,97,94,100,1,1.29,14.55610463,1761,64.9,1,75,6.63,81,0.1,947.84,527612,4.8,4.8,0.766,3.646916506
1077,75,86,2014,0,93,90,96,1,1.53,151.1526829,9,64.4,1,75,6.99,81,0.1,9842.5,491644,4.8,4.8,0.763,3.646916506
1078,73.3,86,2013,0,93,90,96,1,1.57,835.0626827,9,64,1,75,7.12,81,0.1,9783.16,4588368,4.7,4.7,0.758,3.633180425
1079,75,86,2012,0,94,104,84,1,1.58,805.3956346,12,63.5,1,75,7.19,81,0.1,9815.49,4337141,4.7,4.7,0.752,3.646916506
1080,73.4,86,2011,0,95,94,96,1,1.62,8.140373615,22,63,1,75,7.42,81,0.1,94.38,4183156,4.7,4.7,0.746,3.633180425
1081,73.3,86,2010,0,98,96,100,1,1.67,69.13924862,24,62.5,1,75,8.7,81,0.1,798.31,411147,4.7,4.7,0.74,3.619392214
1082,75.2,86,2009,0,98,98,98,1,1.72,8.906931168,373,61.9,1,75,8.9,8,0.1,687.98,486466,4.7,4.6,0.731,3.591656999
1083,72.2,86,2008,0,1,0,2,1,1.82,534.5795695,956,61.4,1,75,8.83,78,0.1,6017.38,45735,4.7,4.6,0.733,3.633180425
1084,75.7,86,2007,0,11,10,12,1,1.94,630.0540723,618,6.8,1,74,8.42,77,0.1,5980.17,3986852,4.7,4.6,0,3.701351105
1085,70.1,86,2006,0,13,12,14,1,2.1,618.3614858,213,6.2,1,74,8.91,75,0.1,6075.13,3863267,4.7,4.6,0,3.768288736
1086,74.2,86,2005,0,15,14,16,1,2.19,527.9176618,526,59.7,1,74,9.3,74,0.1,6076.75,371464,4.8,4.7,0,3.847076812
1087,74.4,86,2004,0,17,16,18,1,1.98,70.13207838,36,59.1,1,77,1.5,77,0.1,6088.99,3522837,4.8,4.7,0,3.898717738
1088,72.1,86,2003,0,11,10,12,1,2.19,510.6035166,8,58.6,1,8,1.9,8,0.1,5883.5,3359859,4.9,4.7,0,3.872983346
1089,72,86,2002,0,112,114,110,1,2.26,404.3879434,5,57.9,1,83,1.86,83,0.1,5975.13,3235366,4.9,4.8,0,3.860051813
1090,56.3,26,2017,0,259,250,268,8,4.03,0,1060,27.3,11,52,6.41,52,0.9,506.67,4499621,6.5,6.4,0.427,3.146426545
1091,57.9,26,2016,0,329,334,324,8,0.01,54.37396957,34,26.7,11,49,1.4,5,0.9,513.48,439737,6.7,6.5,0.426,3.146426545
1092,60.1,26,2015,0,258,250,266,9,0.01,45.04892458,0,26.1,11,75,9.25,76,1.1,508.62,4286291,6.8,6.7,0.419,3.130495168
1093,69,26,2014,0,261,252,270,9,0.01,48.09891474,43,25.6,12,8,1.19,8,1.2,465.21,4181563,7,6.9,0.416,3.098386677
1094,66.6,26,2013,0,266,266,266,9,3.72,60.44658161,279,25,12,77,11.23,77,1.5,425.25,47167,7.2,7,0.406,3.082207001
1095,56.6,26,2012,0,272,276,268,9,3.64,41.91052416,2200,24.5,13,71,11.87,7,1.8,366.72,3948125,7.4,7.2,0.403,3.098386677
1096,55.5,26,2011,0,277,288,266,10,3.75,5.592170255,6,24,13,84,14.39,81,2.1,37.71,3811528,7.6,7.4,0.4,3.1144823
1097,56.9,26,2010,0,281,290,272,10,3.88,40.03344077,1,23.4,14,79,11.83,75,2.4,260.53,3662993,7.7,7.6,0.394,3.130495168
1098,60.8,26,2009,0,286,292,280,10,4.03,3.686899287,1,22.9,14,67,1.24,65,2.8,23.94,3512932,7.9,7.8,0.383,3.146426545
1099,60.4,26,2008,0,32,32,32,11,4.05,15.79934152,20,22.4,15,66,1.9,6,3,200.4,3375838,8.1,8.1,0.377,3.16227766
1100,56,26,2007,0,316,314,318,12,4.19,22.39648813,8,22,16,66,8.4,6,3.1,188.89,326123,8.3,8.3,0.372,3.178049716
1101,55,26,2006,0,329,342,316,12,4.24,17.85870796,4,21.5,17,47,8.77,31,3.2,167.38,3176414,8.5,8.5,0.335,3.193743885
1102,51.7,26,2005,0,42,40,44,13,4.21,9.758449266,142,21.1,18,49,3.44,35,3.2,149.51,3116233,8.7,8.7,0.373,3.209361307
1103,57.8,26,2004,0,371,354,388,13,4.27,10.424369,131,2.7,19,51,5.43,39,3.1,198.56,362863,8.8,8.9,0.376,3.224903099
1104,50.2,26,2003,0,333,342,324,14,4.4,16.72142854,1379,2.4,20,54,6.41,42,3.1,195.08,2991132,9,9,0.386,3.240370349
1105,51.7,26,2002,0,39,40,38,14,4.46,12.19709744,5977,2.2,20,56,5.91,46,3.1,205.42,2884522,9.2,9.2,0.338,2.949576241
1106,73.9,186,2017,0,138,136,140,1,0.01,0,82,64.8,2,97,3.5,97,0.1,3345.41,127445,5.8,5.5,0.719,3.660601044
1107,74.5,186,2016,0,143,132,154,2,0.01,0,372,63.8,2,94,4.97,94,0.1,3345.41,127445,5.7,5.5,0.73,3.660601044
1108,67.9,186,2015,0,134,134,134,2,0.01,0,0,62.8,2,96,4.33,96,0.1,3345.41,127445,5.7,5.5,0.735,3.660601044
1109,73.2,186,2014,0,133,130,136,2,0.01,0,320,61.8,2,98,4.3,98,0.1,3345.41,127445,5.6,5.4,0.706,3.701351105
1110,68.5,186,2013,0,161,162,160,2,0.01,36.11567366,0,6.9,2,98,4.77,98,0.1,630.06,127445,5.6,5.4,0.756,3.741657387
1111,71.7,186,2012,0,132,132,132,2,0.01,52.50394196,0,59.9,2,98,3.5,98,0.1,1358.07,127445,5.6,5.4,0.755,3.78153408
1112,72.6,186,2011,0,132,136,128,2,0.01,63.55170297,329,59,2,98,3.16,98,0.1,1452.61,127445,5.6,5.4,0.757,3.820994635
1113,74.9,186,2010,0,132,132,132,2,0.01,532.6700005,8,58.2,2,98,2.4,98,0.1,16124.06,127445,5.5,5.4,0.757,3.847076812
1114,67.8,186,2009,0,132,136,128,2,0.01,54.8789106,59,57.4,3,98,2.63,98,0.1,1275.19,127445,5.5,5.4,0.756,3.885871846
1115,68.9,186,2008,0,134,136,132,2,0.01,493.415341,1,56.7,3,98,2.51,98,0.1,10466.39,127445,5.5,5.4,0.752,3.924283374
1116,73.1,186,2007,0,138,142,134,2,0.01,472.3047034,292,56,3,98,2.71,98,0.1,9151.93,127445,5.5,5.4,0.748,3.962322551
1117,71.4,186,2006,0,141,136,146,2,0.01,31.80653288,2771,55.3,3,97,3.46,97,0.1,657.26,127445,5.5,5.4,0.747,3.987480407
1118,72.6,186,2005,0,144,146,142,3,0.01,295.1166511,0,54.6,3,95,4.6,95,0.1,5238.2,127445,5.6,5.4,0.74,4
1119,67.3,186,2004,0,146,142,150,3,0.01,29.13434871,3890,54,3,93,4.57,93,0.1,420.5,127445,5.6,5.4,0.736,3.974921383
1120,64.8,186,2003,0,147,138,156,3,0.01,362.3817951,633,53.4,3,94,4.6,94,0.1,7021.93,127445,5.6,5.5,0.732,3.962322551
1121,77.7,186,2002,0,148,152,144,3,0.01,457.3202236,0,52.8,3,94,3.41,94,0.1,8003.1,127445,5.7,5.5,0.727,3.937003937
1122,75.7,68,2017,1,165,158,172,0,12.66,0,50,62.4,0,93,6.46,93,0.1,15962.72,29491,2.6,2.6,0.846,4.062019202
1123,75.5,68,2016,1,169,170,168,0,15.19,2211.744178,11,61.9,0,93,6.55,93,0.1,18541.57,2932367,2.6,2.7,0.841,4.062019202
1124,73,68,2015,1,178,164,192,0,15.04,1968.816817,35,61.4,0,93,6.59,93,0.1,17598.36,2957689,2.7,2.7,0.834,4.049691346
1125,70.3,68,2014,1,176,170,182,0,15.14,1807.071336,0,6.9,0,93,6.67,93,0.1,16062.86,2987773,2.7,2.7,0.83,4.062019202
1126,75,68,2013,1,18,16,20,0,12.66,1758.822757,7,6.5,0,92,6.86,92,0.1,16080.67,328115,2.7,2.8,0.826,4.086563348
1127,70.1,68,2012,1,188,180,196,0,12.9,1423.802386,2,6,0,95,7.9,95,0.1,13423.05,397282,2.8,2.8,0.824,4.098780306
1128,73.4,68,2011,1,192,188,196,0,12.4,1446.529217,0,59.7,0,98,7.53,98,0.1,13257.88,3162916,2.8,2.9,0.825,4.074309757
1129,69.9,68,2010,1,224,222,226,0,13.3,1888.149904,1,59.3,0,96,6.61,96,0.1,16756.96,3198231,2.9,2.9,0.82,4.062019202
1130,69,68,2009,1,24,24,24,0,13.4,1581.511914,0,59,0,95,6.22,95,0.1,13773.67,3231294,2.9,3,0.812,4.049691346
1131,80.8,68,2008,1,229,220,238,0,12.7,116.504961,1,58.7,0,94,6.2,94,0.1,1035.6,326999,3,3,0.807,4.049691346
1132,76.2,68,2007,1,222,214,230,0,12.3,913.699529,1,58.4,0,93,5.83,94,0.1,8806.74,3322528,3,3.1,0.798,4.024922359
1133,71.8,68,2006,1,24,24,24,0,12.1,76.36187737,1,58.1,0,9,5.67,94,0.1,758.2,337775,3.1,3.1,0.792,4.037325848
1134,72.3,68,2005,1,22,18,26,0,11.29,80.99710054,1,57.8,0,91,6.46,94,0.1,622.2,3415213,3.2,3.2,0.78,3.974921383
1135,68.9,68,2004,1,22,22,22,0,11,561.9168642,103,57.5,0,97,6.4,95,0.1,4644.63,344367,3.3,3.3,0.77,3.911521443
1136,69.1,68,2003,1,21,20,22,0,10.2,42.87208671,7,57.2,0,97,6.26,95,0.1,395.53,347818,3.3,3.3,0.757,3.834057903
1137,69.8,68,2002,1,2,2,2,0,9.87,373.2605532,19,56.9,0,92,6.46,94,0.1,3693.04,3499536,3.4,3.4,0.745,3.741657387
1138,81.8,144,2017,1,63,66,60,0,11.75,0,0,61.3,0,99,7.48,99,0.1,1343.8,56964,1,0.9,0.896,3.728270376
1139,82.6,144,2016,1,65,58,72,0,11.12,16255.16198,0,6.9,0,99,6.94,99,0.1,133473.47,556319,1,0.9,0.892,3.728270376
1140,87.7,144,2015,1,68,62,74,0,11.02,15515.75234,0,6.5,0,99,7.1,99,0.1,127402.07,54336,0.9,0.9,0.892,3.728270376
1141,81.3,144,2014,1,7,6,8,0,11.34,2284.58215,2,6.1,0,99,7.18,99,0.1,18759.03,53946,0.9,0.9,0.892,3.728270376
1142,89.3,144,2013,1,72,74,70,0,11.5,17028.52798,6,59.6,0,96,7.34,99,0.1,129652.97,518347,0.9,0.9,0.894,3.728270376
1143,84.1,144,2012,1,73,72,74,0,11.36,2267.252192,0,59.2,0,96,7.68,99,0.1,16761.2,56953,0.9,0.9,0.884,3.701351105
1144,85,144,2011,1,76,80,72,0,11.42,2052.393076,0,58.8,0,96,8.11,99,0.1,14782.51,497783,0.9,0.9,0.888,3.674234614
1145,79.3,144,2010,1,8,6,10,0,11.53,18961.3486,1,58.4,0,96,7.34,99,0.1,128009.1,48865,0.9,0.9,0.887,3.674234614
1146,80.4,144,2009,1,82,84,80,0,11.75,267.051312,0,57.9,0,96,6.8,99,0.1,1812.71,479993,0.9,0.9,0.877,3.674234614
1147,79.5,144,2008,1,85,88,82,0,11.98,15345.4907,8,57.5,0,99,7.75,99,0.1,100508.48,472637,0.9,0.9,0.88,3.674234614
